		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
19/06/16	6:50	7.3	7.3	7.2	86	5.1	1.8	WSW	1.07	3.6	SSW	6.2	7.2	6.2	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.00	234	1	100.0	10
19/06/16	7:00	7.2	7.3	7.2	85	4.9	1.8	WSW	1.07	3.1	WSW	6.2	7.2	6.1	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.03	234	1	100.0	10
19/06/16	7:10	7.2	7.2	7.2	85	4.8	1.8	WSW	1.07	2.7	SSW	6.1	7.1	6.1	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.2	---	0.00	232	1	100.0	10
19/06/16	7:20	6.9	7.1	6.9	86	4.8	1.8	WSW	1.07	3.1	WSW	5.8	6.9	5.8	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	7:30	6.8	6.9	6.8	86	4.7	1.8	WSW	1.07	3.1	SW	5.7	6.8	5.7	---	771.1	0.00	0.0	1	0.01	5	0.0	0.00	0.0	0.080	0.000	6.2	87	4.2	6.1	---	0.00	233	1	100.0	10
19/06/16	7:40	6.9	6.9	6.8	86	4.8	1.3	WSW	0.80	2.7	WSW	6.4	6.9	6.3	---	771.1	0.00	0.0	8	0.11	11	0.0	0.00	0.0	0.079	0.000	6.2	87	4.2	6.1	---	0.00	234	1	100.0	10
19/06/16	7:50	7.1	7.1	6.9	86	4.9	0.9	SW	0.54	2.7	S	7.1	7.0	7.0	---	771.2	0.00	0.0	15	0.22	25	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.1	---	0.00	234	1	100.0	10
19/06/16	8:00	7.3	7.3	7.1	86	5.1	0.4	SW	0.27	2.7	SE	7.3	7.2	7.2	---	771.2	0.00	0.0	33	0.47	42	0.0	0.00	0.0	0.077	0.000	6.2	88	4.3	6.2	---	0.00	234	1	100.0	10
19/06/16	8:10	7.6	7.6	7.3	86	5.4	0.4	SW	0.27	2.2	S	7.6	7.6	7.6	---	771.3	0.00	0.0	54	0.77	65	0.0	0.00	0.0	0.075	0.000	6.2	88	4.4	6.2	---	0.00	234	1	100.0	10
19/06/16	8:20	7.7	7.7	7.6	85	5.4	0.9	WSW	0.54	2.7	SW	7.7	7.7	7.7	---	771.3	0.00	0.0	80	1.15	93	0.0	0.00	0.0	0.074	0.000	6.2	88	4.4	6.2	---	0.00	233	1	100.0	10
19/06/16	8:30	7.9	7.9	7.7	85	5.5	0.9	SW	0.54	2.7	SSW	7.9	7.9	7.9	---	771.3	0.00	0.0	108	1.55	121	0.0	0.00	0.0	0.073	0.000	6.3	88	4.5	6.3	---	0.00	234	1	100.0	10
19/06/16	8:40	8.1	8.1	7.9	85	5.7	0.9	SW	0.54	2.2	SW	8.1	8.1	8.1	---	771.5	0.00	0.0	139	1.99	153	0.0	0.00	0.0	0.071	0.000	6.5	89	4.8	6.5	---	0.00	233	1	100.0	10
19/06/16	8:50	8.4	8.4	8.1	84	5.9	0.4	SW	0.27	3.1	S	8.4	8.4	8.4	---	771.6	0.00	0.0	170	2.44	185	0.0	0.00	0.0	0.069	0.000	6.6	89	4.9	6.6	---	0.00	234	1	100.0	10
19/06/16	9:00	8.8	8.8	8.4	84	6.3	0.4	S	0.27	3.1	S	8.8	8.8	8.8	---	771.6	0.00	0.0	203	2.91	218	0.0	0.00	0.0	0.066	0.000	6.7	89	5.0	6.7	---	0.05	233	1	100.0	10
19/06/16	9:10	9.3	9.3	8.8	84	6.8	0.0	S	0.00	2.2	SSW	9.3	9.3	9.3	---	771.7	0.00	0.0	234	3.35	248	0.0	0.00	0.0	0.063	0.000	6.7	89	5.0	6.8	---	0.00	234	1	100.0	10
19/06/16	9:20	9.7	9.7	9.3	83	6.9	0.4	SSE	0.27	3.1	S	9.7	9.7	9.7	---	771.6	0.00	0.0	270	3.87	288	0.1	0.01	0.5	0.060	0.000	7.1	90	5.5	7.1	---	0.00	233	1	100.0	10
19/06/16	9:30	10.1	10.1	9.7	82	7.1	0.9	SSE	0.54	3.1	SE	10.1	10.1	10.1	---	771.8	0.00	0.0	303	4.34	315	0.6	0.04	0.6	0.057	0.000	7.3	90	5.7	7.3	---	0.00	232	1	100.0	10
19/06/16	9:40	10.3	10.3	10.1	82	7.3	0.9	SE	0.54	3.1	SSE	10.3	10.3	10.3	---	771.9	0.00	0.0	328	4.70	338	0.7	0.05	0.7	0.056	0.000	7.6	90	6.1	7.7	---	0.00	232	1	100.0	10
19/06/16	9:50	10.6	10.6	10.3	82	7.7	0.9	SE	0.54	2.7	ESE	10.6	10.6	10.6	---	771.8	0.00	0.0	353	5.06	362	0.8	0.06	0.9	0.054	0.000	7.9	90	6.4	8.0	---	0.00	234	1	100.0	10
19/06/16	10:00	11.1	11.1	10.6	80	7.7	0.9	ESE	0.54	2.7	ESE	11.1	10.9	10.9	---	772.0	0.00	0.0	378	5.42	387	1.0	0.07	1.0	0.051	0.000	8.3	89	6.6	8.4	---	0.15	234	1	100.0	10
19/06/16	10:10	11.2	11.2	11.1	79	7.7	1.3	ESE	0.80	3.6	SE	11.2	11.1	11.0	---	772.0	0.00	0.0	399	5.72	411	1.1	0.08	1.2	0.049	0.000	8.8	89	7.1	8.9	---	0.00	233	1	100.0	10
19/06/16	10:20	11.5	11.5	11.2	79	8.0	0.9	SSE	0.54	3.1	ESE	11.5	11.3	11.3	---	772.1	0.00	0.0	421	6.04	429	1.3	0.09	1.3	0.047	0.000	9.3	89	7.6	9.4	---	0.00	234	1	100.0	10
19/06/16	10:30	11.8	11.8	11.5	80	8.5	0.9	SE	0.54	3.1	SE	11.8	11.7	11.7	---	772.0	0.00	0.0	441	6.32	450	1.4	0.10	1.5	0.045	0.000	9.8	88	7.9	9.9	---	0.00	234	1	100.0	10
19/06/16	10:40	12.2	12.2	11.8	79	8.6	0.9	SE	0.54	2.7	SE	12.2	12.0	12.0	---	772.0	0.00	0.0	460	6.59	468	1.6	0.11	1.6	0.043	0.000	10.2	88	8.3	10.3	---	0.00	235	1	100.0	10
19/06/16	10:50	12.2	12.2	12.2	77	8.3	1.8	SE	1.07	4.9	ESE	11.9	11.9	11.7	---	772.1	0.00	0.0	475	6.81	485	1.7	0.12	1.8	0.043	0.000	10.7	86	8.4	10.7	---	0.00	234	1	100.0	10
19/06/16	11:00	12.2	12.2	12.1	76	8.1	1.8	SE	1.07	5.4	ESE	11.9	11.9	11.6	---	772.0	0.00	0.0	492	7.05	501	1.9	0.14	1.9	0.043	0.000	11.0	85	8.6	11.0	---	0.23	234	1	100.0	10
19/06/16	11:10	12.1	12.2	12.1	77	8.2	2.7	SE	1.61	5.8	SE	11.2	11.9	11.0	---	771.9	0.00	0.0	511	7.33	515	2.0	0.14	2.1	0.043	0.000	11.3	84	8.7	11.3	---	0.00	233	1	100.0	10
19/06/16	11:20	12.4	12.4	12.1	78	8.7	2.2	SE	1.34	5.8	ESE	11.8	12.2	11.6	---	771.8	0.00	0.0	523	7.50	531	2.1	0.15	2.2	0.041	0.000	11.6	84	8.9	11.5	---	0.00	234	1	100.0	10
19/06/16	11:30	12.7	12.8	12.4	76	8.6	1.8	ESE	1.07	4.9	SSE	12.5	12.4	12.2	---	771.8	0.00	0.0	538	7.71	547	2.3	0.16	2.3	0.039	0.000	11.8	84	9.2	11.7	---	0.00	233	1	100.0	10
19/06/16	11:40	12.9	12.9	12.7	75	8.6	1.8	SE	1.07	4.9	SE	12.8	12.7	12.5	---	771.7	0.00	0.0	578	8.29	631	2.4	0.17	2.5	0.037	0.000	12.1	83	9.3	11.9	---	0.00	234	1	100.0	10
19/06/16	11:50	13.4	13.4	12.9	72	8.4	1.8	SE	1.07	6.3	SSE	13.3	13.0	12.9	---	771.7	0.00	0.0	645	9.25	659	2.5	0.18	2.6	0.034	0.000	12.4	82	9.4	12.3	---	0.00	235	1	100.0	10
19/06/16	12:00	13.4	13.5	13.4	71	8.2	2.2	ESE	1.34	5.4	ESE	13.0	12.9	12.6	---	771.6	0.00	0.0	629	9.02	652	2.6	0.19	2.7	0.034	0.000	12.8	81	9.6	12.6	---	0.30	234	1	100.0	10
19/06/16	12:10	13.6	13.6	13.4	71	8.4	2.2	SE	1.34	5.8	ESE	13.3	13.2	12.9	---	771.5	0.00	0.0	668	9.58	694	2.7	0.19	2.8	0.033	0.000	13.1	80	9.7	12.9	---	0.00	233	1	100.0	10
19/06/16	12:20	13.3	13.7	13.3	70	8.0	2.7	ESE	1.61	6.3	ESE	12.7	12.9	12.2	---	771.4	0.00	0.0	597	8.56	694	2.4	0.17	2.8	0.035	0.000	13.4	79	9.8	13.2	---	0.00	234	1	100.0	10
19/06/16	12:30	12.7	13.3	12.7	72	7.7	2.2	ESE	1.34	5.4	SSE	12.2	12.3	11.8	---	771.3	0.00	0.0	148	2.12	158	2.0	0.14	2.8	0.039	0.000	13.3	77	9.3	13.0	---	0.00	234	1	100.0	10
19/06/16	12:40	12.6	12.6	12.6	73	7.8	2.7	ESE	1.61	5.8	ESE	11.7	12.2	11.4	---	771.1	0.00	0.0	273	3.91	592	2.1	0.15	2.8	0.040	0.000	13.1	76	9.0	12.8	---	0.00	234	1	100.0	10
19/06/16	12:50	12.8	12.8	12.6	73	8.1	2.2	ESE	1.34	4.9	ESE	12.3	12.4	11.9	---	771.0	0.00	0.0	433	6.21	679	2.1	0.15	2.5	0.039	0.000	12.9	77	9.0	12.7	---	0.00	234	1	100.0	10
19/06/16	13:00	12.4	12.8	12.4	73	7.7	2.7	ESE	1.61	5.8	SE	11.6	12.1	11.2	---	770.9	0.00	0.0	147	2.11	225	1.6	0.11	2.3	0.041	0.000	12.9	77	9.0	12.7	---	0.23	233	1	100.0	10
19/06/16	13:10	12.2	12.4	12.2	74	7.7	2.2	ESE	1.34	4.0	ESE	11.6	11.9	11.3	---	770.9	0.00	0.0	130	1.86	144	1.7	0.12	2.5	0.043	0.000	12.7	77	8.8	12.5	---	0.00	234	1	100.0	10
19/06/16	13:20	13.0	13.0	12.2	75	8.7	1.3	ESE	0.80	3.6	ESE	13.0	12.7	12.7	---	770.9	0.00	0.0	524	7.51	689	2.4	0.17	2.7	0.037	0.000	12.6	78	8.9	12.4	---	0.00	234	1	100.0	10
19/06/16	13:30	14.3	14.3	13.1	71	9.1	1.3	SE	0.80	3.1	SSE	14.3	13.9	13.9	---	770.9	0.00	0.0	657	9.42	721	2.4	0.17	2.6	0.028	0.000	12.9	78	9.2	12.7	---	0.00	231	1	100.0	10
19/06/16	13:40	14.7	14.7	14.3	68	8.9	0.9	S	0.54	3.1	SW	14.7	14.3	14.3	---	770.9	0.00	0.0	664	9.52	694	2.4	0.17	2.5	0.025	0.000	13.4	78	9.7	13.2	---	0.00	234	1	100.0	10
19/06/16	13:50	14.4	15.0	14.4	65	7.9	1.8	ESE	1.07	4.9	E	14.4	13.8	13.8	---	770.8	0.00	0.0	506	7.25	710	1.8	0.13	2.2	0.027	0.000	13.9	77	10.0	13.7	---	0.00	234	1	100.0	10
19/06/16	14:00	13.6	14.3	13.5	71	8.4	1.3	SE	0.80	4.0	SE	13.6	13.1	13.1	---	770.7	0.00	0.0	251	3.60	668	1.5	0.11	1.9	0.033	0.000	13.8	75	9.5	13.6	---	0.25	233	1	100.0	10
19/06/16	14:10	13.9	13.9	13.4	72	8.9	1.8	ESE	1.07	4.0	ESE	13.9	13.5	13.5	---	770.7	0.00	0.0	492	7.05	640	1.8	0.13	2.1	0.031	0.000	13.8	75	9.4	13.5	---	0.00	235	1	100.0	10
19/06/16	14:20	14.2	14.2	13.9	69	8.6	2.7	ESE	1.61	5.4	SE	13.7	13.8	13.3	---	770.7	0.00	0.0	552	7.91	592	1.8	0.13	1.9	0.029	0.000	14.0	75	9.6	13.7	---	0.00	234	1	100.0	10
19/06/16	14:30	14.7	14.7	14.2	68	8.8	1.8	ESE	1.07	5.4	E	14.7	14.2	14.2	---	770.8	0.00	0.0	551	7.90	568	1.6	0.11	1.8	0.025	0.000	14.2	75	9.8	13.9	---	0.00	234	1	100.0	10
19/06/16	14:40	14.4	14.7	14.4	68	8.6	1.8	ESE	1.07	3.6	ESE	14.4	13.9	13.9	---	770.7	0.00	0.0	462	6.62	543	1.4	0.10	1.6	0.027	0.000	14.3	74	9.8	14.0	---	0.00	234	1	100.0	10
19/06/16	14:50	13.4	14.4	13.4	68	7.7	2.2	SE	1.34	5.8	SE	13.1	12.9	12.6	---	770.7	0.00	0.0	172	2.47	295	0.9	0.06	1.4	0.034	0.000	14.3	73	9.6	14.0	---	0.00	234	1	100.0	10
19/06/16	15:00	12.8	13.4	12.8	70	7.5	2.2	ESE	1.34	4.0	ESE	12.3	12.4	11.9	---	770.7	0.00	0.0	139	1.99	378	0.9	0.06	1.2	0.038	0.000	14.0	72	9.0	13.6	---	0.23	234	1	100.0	10
19/06/16	15:10	13.2	13.2	12.8	71	8.1	1.3	ESE	0.80	3.1	SE	13.2	12.8	12.8	---	770.7	0.00	0.0	371	5.32	390	1.0	0.07	1.1	0.035	0.000	13.8	73	9.0	13.4	---	0.00	233	1	100.0	10
19/06/16	15:20	13.3	13.5	13.3	69	7.7	1.8	ESE	1.07	4.0	ESE	13.2	12.8	12.7	---	770.8	0.00	0.0	265	3.80	371	0.8	0.06	1.0	0.035	0.000	13.7	74	9.1	13.3	---	0.00	234	1	100.0	10
19/06/16	15:30	13.1	13.3	12.9	71	8.0	1.3	SE	0.80	4.0	SE	13.1	12.7	12.7	---	770.7	0.00	0.0	261	3.74	325	0.7	0.05	0.8	0.036	0.000	13.6	73	8.8	13.2	---	0.00	234	1	100.0	10
19/06/16	15:40	13.6	13.6	13.2	68	7.8	1.3	SE	0.80	3.1	SSE	13.6	13.1	13.1	---	770.7	0.00	0.0	305	4.37	311	0.6	0.04	0.7	0.033	0.000	13.4	74	8.9	13.1	---	0.00	232	1	100.0	10
19/06/16	15:50	14.1	14.1	13.6	68	8.2	0.9	SE	0.54	3.1	SE	14.1	13.6	13.6	---	770.8	0.00	0.0	298	4.27	311	0.4	0.03	0.5	0.030	0.000	13.4	73	8.7	13.1	---	0.00	233	1	100.0	10
19/06/16	16:00	13.7	14.1	13.7	68	7.9	2.2	ESE	1.34	4.5	SSE	13.3	13.2	12.8	---	770.8	0.00	0.0	291	4.17	306	0.0	0.00	0.0	0.032	0.000	13.6	73	8.8	13.2	---	0.18	234	1	100.0	10
19/06/16	16:10	13.3	13.7	13.3	70	7.9	2.2	ESE	1.34	4.0	SE	12.9	12.8	12.4	---	770.9	0.00	0.0	242	3.47	272	0.0	0.00	0.0	0.035	0.000	13.6	74	9.0	13.2	---	0.00	234	1	100.0	10
19/06/16	16:20	12.8	13.3	12.8	70	7.5	1.8	ESE	1.07	4.5	S	12.6	12.4	12.2	---	770.9	0.00	0.0	190	2.72	213	0.0	0.00	0.0	0.038	0.000	13.4	73	8.6	13.0	---	0.00	235	1	100.0	10
19/06/16	16:30	12.6	12.8	12.6	69	7.0	1.8	ESE	1.07	4.0	ESE	12.3	12.1	11.9	---	770.9	0.00	0.0	161	2.31	174	0.0	0.00	0.0	0.040	0.000	13.2	73	8.5	12.8	---	0.00	234	1	100.0	10
19/06/16	16:40	12.4	12.6	12.4	70	7.1	1.8	ESE	1.07	3.6	SE	12.1	12.0	11.7	---	770.9	0.00	0.0	127	1.82	146	0.0	0.00	0.0	0.041	0.000	13.1	74	8.5	12.7	---	0.00	233	1	100.0	10
19/06/16	16:50	12.1	12.4	12.1	70	6.8	1.8	ESE	1.07	4.0	ESE	11.8	11.7	11.4	---	770.9	0.00	0.0	90	1.29	105	0.0	0.00	0.0	0.043	0.000	12.9	74	8.4	12.6	---	0.00	234	1	100.0	10
19/06/16	17:00	11.8	12.1	11.8	71	6.7	1.8	ESE	1.07	3.6	SE	11.4	11.4	11.0	---	770.9	0.00	0.0	64	0.92	76	0.0	0.00	0.0	0.046	0.000	12.6	74	8.1	12.3	---	0.10	234	1	100.0	10
19/06/16	17:10	11.4	11.8	11.4	73	6.8	0.9	ESE	0.54	2.7	ESE	11.4	11.2	11.2	---	771.0	0.00	0.0	40	0.57	49	0.0	0.00	0.0	0.048	0.000	12.3	75	8.0	12.0	---	0.00	234	1	100.0	10
19/06/16	17:20	11.0	11.4	11.0	74	6.5	0.4	ESE	0.27	1.8	ESE	11.0	10.8	10.8	---	771.0	0.00	0.0	23	0.33	30	0.0	0.00	0.0	0.051	0.000	12.1	75	7.8	11.8	---	0.00	233	1	100.0	10
19/06/16	17:30	10.6	11.0	10.6	75	6.3	0.0	ESE	0.00	0.9	ESE	10.6	10.4	10.4	---	771.0	0.00	0.0	10	0.14	14	0.0	0.00	0.0	0.054	0.000	11.7	76	7.6	11.4	---	0.00	235	1	100.0	10
19/06/16	17:40	10.2	10.6	10.2	77	6.3	0.0	ESE	0.00	0.4	ESE	10.2	10.1	10.1	---	771.0	0.00	0.0	5	0.07	7	0.0	0.00	0.0	0.057	0.000	11.3	76	7.3	11.1	---	0.00	232	1	100.0	10
19/06/16	17:50	9.8	10.2	9.8	77	6.0	0.0	ESE	0.00	0.9	ESE	9.8	9.8	9.8	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.059	0.000	11.0	76	6.9	10.8	---	0.00	232	1	100.0	10
19/06/16	18:00	9.7	9.8	9.7	78	6.0	0.0	---	0.00	0.0	---	9.7	9.6	9.6	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.060	0.000	10.7	77	6.9	10.6	---	0.00	232	1	100.0	10
19/06/16	18:10	9.4	9.7	9.4	79	6.0	0.0	ESE	0.00	1.8	ESE	9.4	9.4	9.4	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.062	0.000	10.6	78	6.9	10.4	---	0.00	233	1	100.0	10
19/06/16	18:20	9.1	9.4	9.1	81	6.0	0.4	E	0.27	1.8	ESE	9.1	9.0	9.0	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.064	0.000	10.3	78	6.7	10.3	---	0.00	234	1	100.0	10
19/06/16	18:30	8.7	9.1	8.7	83	6.0	0.4	E	0.27	0.9	E	8.7	8.7	8.7	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	10.2	79	6.7	10.1	---	0.00	234	1	100.0	10
19/06/16	18:40	8.4	8.7	8.4	84	5.9	0.0	E	0.00	0.9	E	8.4	8.4	8.4	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.069	0.000	10.0	79	6.5	10.0	---	0.00	235	1	100.0	10
19/06/16	18:50	8.1	8.4	8.1	85	5.7	0.0	E	0.00	0.9	E	8.1	8.1	8.1	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	9.8	79	6.4	9.8	---	0.00	234	1	100.0	10
19/06/16	19:00	7.9	8.1	7.9	87	5.9	0.4	E	0.27	0.9	E	7.9	7.9	7.9	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	9.7	79	6.2	9.6	---	0.00	210	1	92.1	10
19/06/16	19:10	8.2	8.2	7.9	89	6.5	1.3	SE	0.80	3.6	ESE	7.8	8.2	7.8	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	9.6	80	6.3	9.6	---	0.00	233	1	100.0	10
19/06/16	19:20	8.1	8.2	8.1	90	6.6	1.8	ESE	1.07	3.6	SE	7.2	8.2	7.3	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	9.7	81	6.6	9.7	---	0.00	233	1	100.0	10
19/06/16	19:30	7.8	8.1	7.8	90	6.3	2.2	ESE	1.34	4.0	E	6.4	7.9	6.5	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.073	0.000	9.8	82	6.9	9.8	---	0.00	234	1	100.0	10
19/06/16	19:40	7.7	7.8	7.7	91	6.3	1.8	ESE	1.07	3.6	ESE	6.7	7.8	6.8	---	771.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	9.9	82	7.0	9.9	---	0.00	234	1	100.0	10
19/06/16	19:50	7.7	7.7	7.7	92	6.5	1.3	ESE	0.80	2.7	SE	7.3	7.8	7.4	---	771.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	10.0	83	7.2	10.1	---	0.00	235	1	100.0	10
19/06/16	20:00	7.6	7.8	7.6	92	6.3	2.2	ESE	1.34	4.0	SE	6.1	7.7	6.2	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	10.0	83	7.2	10.1	---	0.00	234	1	100.0	10
19/06/16	20:10	7.3	7.6	7.3	92	6.1	2.7	ESE	1.61	6.3	ESE	5.4	7.3	5.5	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	10.0	83	7.2	10.1	---	0.00	233	1	100.0	10
19/06/16	20:20	7.1	7.3	7.1	92	5.9	2.2	ESE	1.34	4.0	ESE	5.6	7.2	5.7	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	10.0	83	7.2	10.1	---	0.00	231	1	100.0	10
19/06/16	20:30	6.9	7.1	6.9	92	5.7	2.2	ESE	1.34	4.9	E	5.3	6.9	5.4	---	771.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	9.9	83	7.1	9.9	---	0.00	234	1	100.0	10
19/06/16	20:40	6.7	6.9	6.7	92	5.5	1.8	ESE	1.07	4.0	SE	5.6	6.8	5.6	---	772.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	9.8	83	7.1	9.8	---	0.00	233	1	100.0	10
19/06/16	20:50	6.6	6.7	6.6	92	5.4	1.8	ESE	1.07	4.0	ESE	5.4	6.7	5.5	---	772.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	9.7	83	7.0	9.7	---	0.00	234	1	100.0	10
19/06/16	21:00	6.6	6.7	6.6	92	5.4	1.3	ESE	0.80	3.1	ESE	6.0	6.7	6.1	---	772.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.081	0.000	9.7	83	6.9	9.7	---	0.00	235	1	100.0	10
19/06/16	21:10	6.4	6.6	6.4	92	5.2	0.9	ESE	0.54	2.7	ESE	6.4	6.5	6.5	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.083	0.000	9.7	83	6.9	9.7	---	0.00	233	1	100.0	10
19/06/16	21:20	6.3	6.4	6.3	92	5.1	1.8	ESE	1.07	3.6	ESE	5.1	6.3	5.1	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.084	0.000	9.5	83	6.8	9.5	---	0.00	233	1	100.0	10
19/06/16	21:30	6.2	6.3	6.2	92	5.0	1.3	ESE	0.80	3.6	SSE	5.5	6.2	5.5	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.084	0.000	9.4	83	6.7	9.4	---	0.00	234	1	100.0	10
19/06/16	21:40	5.9	6.2	5.9	92	4.7	0.9	ESE	0.54	2.2	SE	5.9	5.9	5.9	---	772.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.086	0.000	9.3	83	6.5	9.3	---	0.00	233	1	100.0	10
19/06/16	21:50	5.7	5.9	5.7	92	4.5	0.9	SE	0.54	2.7	ESE	5.7	5.7	5.7	---	772.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.088	0.000	9.0	82	6.1	8.9	---	0.00	234	1	100.0	10
19/06/16	22:00	5.5	5.7	5.5	93	4.5	0.9	ESE	0.54	2.2	ESE	5.5	5.6	5.6	---	772.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.089	0.000	8.8	82	5.9	8.8	---	0.00	234	1	100.0	10
19/06/16	22:10	5.3	5.5	5.3	93	4.2	0.4	SE	0.27	1.8	SE	5.3	5.3	5.3	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.091	0.000	8.7	82	5.8	8.6	---	0.00	235	1	100.0	10
19/06/16	22:20	5.1	5.3	5.1	93	4.1	0.4	SE	0.27	1.8	SE	5.1	5.1	5.1	---	772.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	8.4	82	5.5	8.4	---	0.00	233	1	100.0	10
19/06/16	22:30	4.9	5.1	4.9	93	3.9	0.4	SE	0.27	1.8	SSE	4.9	4.9	4.9	---	772.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	8.2	82	5.3	8.1	---	0.00	233	1	100.0	10
19/06/16	22:40	4.9	4.9	4.9	93	3.9	0.4	SE	0.27	1.8	SE	4.9	4.9	4.9	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	8.0	82	5.1	7.9	---	0.00	232	1	100.0	10
19/06/16	22:50	4.9	4.9	4.9	93	3.9	0.4	SE	0.27	1.8	SSE	4.9	4.9	4.9	---	772.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	7.8	82	4.9	7.8	---	0.00	233	1	100.0	10
19/06/16	23:00	5.1	5.1	4.9	93	4.0	0.9	SE	0.54	2.2	SE	5.0	5.1	5.0	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	7.7	82	4.8	7.6	---	0.00	234	1	100.0	10
19/06/16	23:10	5.1	5.1	5.0	93	4.0	0.9	SE	0.54	2.2	ESE	5.0	5.1	5.0	---	772.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	7.6	82	4.7	7.6	---	0.00	234	1	100.0	10
19/06/16	23:20	4.9	5.0	4.9	93	3.9	0.4	SE	0.27	1.8	SE	4.9	4.9	4.9	---	772.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	7.4	83	4.7	7.4	---	0.00	235	1	100.0	10
19/06/16	23:30	4.8	4.9	4.8	94	3.9	0.4	SE	0.27	1.8	SE	4.8	4.9	4.9	---	772.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.094	0.000	7.4	83	4.7	7.3	---	0.00	233	1	100.0	10
19/06/16	23:40	4.9	4.9	4.8	94	4.0	0.4	SE	0.27	1.8	SE	4.9	4.9	4.9	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	7.2	83	4.5	7.2	---	0.00	233	1	100.0	10
19/06/16	23:50	5.1	5.1	4.9	94	4.2	0.9	ESE	0.54	2.7	ESE	5.1	5.2	5.1	---	772.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.092	0.000	7.2	84	4.7	7.2	---	0.00	234	1	100.0	10
20/06/16	00:00	4.9	5.1	4.9	94	4.0	0.9	ESE	0.54	3.1	SE	4.8	4.9	4.9	---	772.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.093	0.000	7.2	84	4.7	7.2	---	0.00	232	1	100.0	10
