		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	Hum		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	2nd	ET 	Samp	Tx 	Recept	Int.
18/06/16	13:20	13.3	13.4	13.3	64	6.7	2.2	ESE	1.34	5.8	ESE	12.9	12.7	12.3	---	770.6	0.00	0.0	563	8.07	566	2.6	0.19	2.7	0.035	0.000	13.4	75	9.0	13.1	---	0.00	234	1	100.0	10
18/06/16	13:30	13.3	13.3	13.3	64	6.6	2.7	ESE	1.61	4.9	ESE	12.6	12.7	12.0	---	770.5	0.00	0.0	553	7.93	557	2.5	0.18	2.6	0.035	0.000	13.6	74	9.0	13.2	---	0.00	234	1	100.0	10
18/06/16	13:40	13.4	13.4	13.3	62	6.3	2.2	ESE	1.34	4.9	SE	13.1	12.8	12.4	---	770.4	0.00	0.0	544	7.80	548	2.4	0.17	2.5	0.034	0.000	13.6	74	9.1	13.3	---	0.00	234	1	100.0	10
18/06/16	13:50	13.6	13.6	13.4	65	7.1	2.2	ESE	1.34	5.4	ESE	13.2	13.0	12.6	---	770.3	0.00	0.0	533	7.64	538	2.3	0.16	2.4	0.033	0.000	13.7	74	9.1	13.3	---	0.00	234	1	100.0	10
18/06/16	14:00	13.8	13.8	13.6	65	7.3	2.2	ESE	1.34	5.8	ESE	13.4	13.2	12.9	---	770.2	0.00	0.0	520	7.45	527	2.2	0.16	2.2	0.032	0.000	13.8	74	9.3	13.5	---	0.30	235	1	100.0	10
18/06/16	14:10	13.9	13.9	13.7	64	7.2	2.2	ESE	1.34	4.0	SE	13.6	13.3	12.9	---	770.1	0.00	0.0	506	7.25	513	2.0	0.14	2.1	0.031	0.000	13.8	75	9.5	13.6	---	0.00	234	1	100.0	10
18/06/16	14:20	14.0	14.0	13.8	63	7.1	1.8	ESE	1.07	3.1	ESE	14.0	13.4	13.4	---	770.0	0.00	0.0	490	7.02	497	1.9	0.14	1.9	0.030	0.000	13.8	75	9.5	13.6	---	0.00	233	1	100.0	10
18/06/16	14:30	14.2	14.2	14.0	65	7.7	1.3	ESE	0.80	3.1	SE	14.2	13.7	13.7	---	770.0	0.00	0.0	473	6.78	483	1.7	0.12	1.8	0.029	0.000	13.8	75	9.5	13.6	---	0.00	234	1	100.0	10
18/06/16	14:40	14.4	14.4	14.2	65	7.9	0.9	ESE	0.54	3.1	S	14.4	13.8	13.8	---	769.9	0.00	0.0	453	6.49	462	1.6	0.11	1.6	0.027	0.000	13.9	74	9.4	13.6	---	0.00	233	1	100.0	10
18/06/16	14:50	14.3	14.5	14.3	64	7.6	1.8	ESE	1.07	3.6	SE	14.3	13.7	13.7	---	769.8	0.00	0.0	429	6.15	441	1.4	0.10	1.5	0.028	0.000	14.0	74	9.4	13.7	---	0.00	233	1	100.0	10
18/06/16	15:00	14.2	14.3	14.2	62	7.0	1.8	ESE	1.07	4.0	ESE	14.2	13.5	13.5	---	769.9	0.00	0.0	409	5.86	418	1.2	0.09	1.3	0.029	0.000	14.1	73	9.3	13.8	---	0.25	233	1	100.0	10
18/06/16	15:10	14.2	14.2	14.1	64	7.5	1.3	ESE	0.80	3.6	SE	14.2	13.6	13.6	---	769.8	0.00	0.0	387	5.55	397	1.1	0.08	1.2	0.029	0.000	14.1	73	9.3	13.8	---	0.00	235	1	100.0	10
18/06/16	15:20	14.3	14.3	14.2	65	7.8	0.9	SE	0.54	2.7	ESE	14.3	13.8	13.8	---	769.7	0.00	0.0	363	5.20	373	0.9	0.06	1.0	0.028	0.000	14.1	74	9.5	13.8	---	0.00	234	1	100.0	10
18/06/16	15:30	14.2	14.4	14.2	64	7.5	1.3	SE	0.80	3.1	SE	14.2	13.6	13.6	---	769.8	0.00	0.0	327	4.69	350	0.8	0.06	0.9	0.029	0.000	14.1	74	9.5	13.8	---	0.00	233	1	100.0	10
18/06/16	15:40	14.1	14.2	14.1	66	7.8	1.3	ESE	0.80	3.1	ESE	14.1	13.6	13.6	---	769.8	0.00	0.0	314	4.50	322	0.6	0.04	0.7	0.029	0.000	14.0	74	9.4	13.7	---	0.00	233	1	100.0	10
18/06/16	15:50	14.2	14.2	14.1	66	7.9	0.9	ESE	0.54	3.1	ESE	14.2	13.6	13.6	---	769.9	0.00	0.0	282	4.04	301	0.4	0.03	0.6	0.029	0.000	14.0	74	9.4	13.7	---	0.00	234	1	100.0	10
18/06/16	16:00	14.3	14.3	14.2	64	7.6	0.9	ESE	0.54	3.1	SE	14.3	13.7	13.7	---	770.0	0.00	0.0	261	3.74	269	0.0	0.00	0.0	0.028	0.000	13.9	73	9.2	13.6	---	0.18	234	1	100.0	10
18/06/16	16:10	13.9	14.3	13.9	64	7.2	1.3	ESE	0.80	3.1	ESE	13.9	13.3	13.3	---	770.0	0.00	0.0	233	3.34	246	0.0	0.00	0.0	0.031	0.000	13.8	73	9.0	13.4	---	0.00	233	1	100.0	10
18/06/16	16:20	13.7	13.9	13.7	64	7.0	0.9	ESE	0.54	2.7	SE	13.7	13.1	13.1	---	770.1	0.00	0.0	212	3.04	218	0.0	0.00	0.0	0.032	0.000	13.7	73	8.9	13.3	---	0.00	233	1	100.0	10
18/06/16	16:30	13.6	13.7	13.6	66	7.3	0.4	ESE	0.27	2.2	ESE	13.6	13.0	13.0	---	770.1	0.00	0.0	188	2.70	202	0.0	0.00	0.0	0.033	0.000	13.6	73	8.8	13.2	---	0.00	234	1	100.0	10
18/06/16	16:40	13.7	13.7	13.6	67	7.6	0.4	ESE	0.27	1.8	SE	13.7	13.2	13.2	---	770.2	0.00	0.0	148	2.12	167	0.0	0.00	0.0	0.032	0.000	13.4	73	8.6	13.0	---	0.00	234	1	100.0	10
18/06/16	16:50	13.3	13.6	13.3	67	7.3	0.4	SE	0.27	1.8	ESE	13.3	12.8	12.8	---	770.2	0.00	0.0	101	1.45	123	0.0	0.00	0.0	0.035	0.000	13.2	73	8.5	12.8	---	0.00	234	1	100.0	10
18/06/16	17:00	12.5	13.3	12.5	68	6.8	0.4	ESE	0.27	1.8	ESE	12.5	12.1	12.1	---	770.3	0.00	0.0	24	0.34	37	0.0	0.00	0.0	0.041	0.000	12.9	73	8.2	12.6	---	0.10	234	1	100.0	10
18/06/16	17:10	11.8	12.5	11.8	71	6.7	0.0	ESE	0.00	0.4	ESE	11.8	11.4	11.4	---	770.4	0.00	0.0	15	0.22	18	0.0	0.00	0.0	0.045	0.000	12.6	74	8.0	12.2	---	0.00	234	1	100.0	10
18/06/16	17:20	11.6	11.8	11.6	72	6.7	0.0	---	0.00	0.0	---	11.6	11.3	11.3	---	770.5	0.00	0.0	18	0.26	23	0.0	0.00	0.0	0.047	0.000	12.3	75	8.0	12.0	---	0.00	234	1	100.0	10
18/06/16	17:30	11.4	11.6	11.4	72	6.6	0.0	---	0.00	0.0	---	11.4	11.1	11.1	---	770.5	0.00	0.0	11	0.16	12	0.0	0.00	0.0	0.048	0.000	11.9	75	7.6	11.7	---	0.00	235	1	100.0	10
18/06/16	17:40	11.2	11.5	11.2	74	6.7	0.0	---	0.00	0.0	---	11.2	10.9	10.9	---	770.4	0.00	0.0	5	0.07	9	0.0	0.00	0.0	0.050	0.000	11.7	76	7.6	11.4	---	0.00	234	1	100.0	10
18/06/16	17:50	10.8	11.1	10.8	75	6.5	0.0	---	0.00	0.0	---	10.8	10.6	10.6	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.052	0.000	11.5	77	7.6	11.3	---	0.00	231	1	100.0	10
18/06/16	18:00	10.4	10.8	10.4	76	6.3	0.0	---	0.00	0.0	---	10.4	10.3	10.3	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.055	0.000	11.3	78	7.6	11.2	---	0.00	234	1	100.0	10
18/06/16	18:10	10.1	10.4	10.1	77	6.2	0.0	---	0.00	0.0	---	10.1	10.0	10.0	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.057	0.000	11.2	78	7.5	11.0	---	0.00	233	1	100.0	10
18/06/16	18:20	9.7	10.1	9.7	79	6.3	0.0	---	0.00	0.0	---	9.7	9.7	9.7	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.060	0.000	11.0	78	7.3	10.8	---	0.00	234	1	100.0	10
18/06/16	18:30	9.6	9.8	9.6	79	6.1	0.0	---	0.00	0.0	---	9.6	9.6	9.6	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.7	78	7.0	10.6	---	0.00	234	1	100.0	10
18/06/16	18:40	9.5	9.6	9.5	80	6.2	0.0	---	0.00	0.0	---	9.5	9.4	9.4	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.4	79	6.9	10.3	---	0.00	234	1	100.0	10
18/06/16	18:50	9.5	9.5	9.4	80	6.2	0.0	ESE	0.00	1.8	SE	9.5	9.4	9.4	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.061	0.000	10.2	79	6.7	10.1	---	0.00	232	1	100.0	10
18/06/16	19:00	9.4	9.5	9.4	80	6.1	0.0	SE	0.00	0.4	SE	9.4	9.3	9.3	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.062	0.000	10.0	80	6.7	10.0	---	0.03	232	1	100.0	10
18/06/16	19:10	9.1	9.4	9.1	81	6.0	0.0	SE	0.00	0.9	SE	9.1	9.1	9.1	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.064	0.000	9.8	80	6.5	9.8	---	0.00	234	1	100.0	10
18/06/16	19:20	8.7	9.1	8.7	82	5.8	0.0	SE	0.00	0.9	SE	8.7	8.7	8.7	---	770.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	9.7	80	6.4	9.7	---	0.00	233	1	100.0	10
18/06/16	19:30	8.6	8.8	8.6	83	5.8	0.0	ESE	0.00	0.9	ESE	8.6	8.5	8.5	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	9.6	80	6.3	9.6	---	0.00	232	1	100.0	10
18/06/16	19:40	8.3	8.6	8.3	83	5.6	0.0	---	0.00	0.0	---	8.3	8.2	8.2	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.070	0.000	9.4	80	6.2	9.4	---	0.00	234	1	100.0	10
18/06/16	19:50	8.1	8.3	8.1	84	5.5	0.0	ESE	0.00	0.4	ESE	8.1	8.1	8.1	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	9.3	80	6.0	9.2	---	0.00	235	1	100.0	10
18/06/16	20:00	8.2	8.2	8.0	85	5.8	0.0	ESE	0.00	1.8	ESE	8.2	8.2	8.2	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.070	0.000	9.1	81	6.0	9.1	---	0.00	234	1	100.0	10
18/06/16	20:10	8.5	8.6	8.2	85	6.1	0.0	E	0.00	0.9	ESE	8.5	8.5	8.5	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.068	0.000	8.9	81	5.9	8.9	---	0.00	234	1	100.0	10
18/06/16	20:20	8.7	8.7	8.6	85	6.3	0.0	E	0.00	0.4	E	8.7	8.7	8.7	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	8.8	81	5.7	8.8	---	0.00	234	1	100.0	10
18/06/16	20:30	8.7	8.7	8.7	84	6.1	0.0	---	0.00	0.0	---	8.7	8.7	8.7	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.067	0.000	8.7	81	5.6	8.6	---	0.00	211	1	92.5	10
18/06/16	20:40	8.4	8.7	8.4	84	5.9	0.0	---	0.00	0.0	---	8.4	8.4	8.4	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.069	0.000	8.5	81	5.4	8.4	---	0.00	234	1	100.0	10
18/06/16	20:50	8.3	8.4	8.3	85	5.9	0.0	---	0.00	0.0	---	8.3	8.3	8.3	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.070	0.000	8.4	82	5.5	8.4	---	0.00	234	1	100.0	10
18/06/16	21:00	8.1	8.3	8.1	86	5.9	0.0	---	0.00	0.0	---	8.1	8.1	8.1	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.071	0.000	8.3	82	5.4	8.2	---	0.00	233	1	100.0	10
18/06/16	21:10	7.9	8.1	7.9	86	5.7	0.0	---	0.00	0.0	---	7.9	7.9	7.9	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.072	0.000	8.2	82	5.3	8.1	---	0.00	234	1	100.0	10
18/06/16	21:20	7.7	7.9	7.7	87	5.7	0.0	E	0.00	0.4	E	7.7	7.7	7.7	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	8.1	82	5.2	8.1	---	0.00	232	1	100.0	10
18/06/16	21:30	7.7	7.7	7.6	88	5.8	0.0	---	0.00	0.0	---	7.7	7.7	7.7	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	8.0	82	5.1	7.9	---	0.00	232	1	100.0	10
18/06/16	21:40	7.7	7.8	7.7	88	5.9	0.0	---	0.00	0.0	---	7.7	7.8	7.8	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	7.9	82	5.1	7.9	---	0.00	234	1	100.0	10
18/06/16	21:50	7.6	7.7	7.6	88	5.7	0.0	---	0.00	0.0	---	7.6	7.6	7.6	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	7.8	82	4.9	7.8	---	0.00	233	1	100.0	10
18/06/16	22:00	7.5	7.6	7.5	88	5.6	0.0	E	0.00	0.4	E	7.5	7.5	7.5	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	7.8	82	4.9	7.7	---	0.00	235	1	100.0	10
18/06/16	22:10	7.5	7.6	7.5	89	5.8	0.0	---	0.00	0.0	---	7.5	7.6	7.6	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	7.6	82	4.7	7.6	---	0.00	233	1	100.0	10
18/06/16	22:20	7.6	7.6	7.5	89	5.9	0.0	---	0.00	0.0	---	7.6	7.7	7.7	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	7.6	82	4.7	7.5	---	0.00	234	1	100.0	10
18/06/16	22:30	7.5	7.7	7.5	89	5.8	0.0	---	0.00	0.0	---	7.5	7.6	7.6	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	7.4	83	4.7	7.4	---	0.00	234	1	100.0	10
18/06/16	22:40	7.3	7.5	7.3	89	5.6	0.0	---	0.00	0.0	---	7.3	7.3	7.3	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.4	83	4.7	7.3	---	0.00	233	1	100.0	10
18/06/16	22:50	7.2	7.3	7.2	89	5.5	0.0	---	0.00	0.0	---	7.2	7.3	7.3	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.3	83	4.6	7.2	---	0.00	234	1	100.0	10
18/06/16	23:00	7.2	7.2	7.2	90	5.6	0.0	---	0.00	0.0	---	7.2	7.2	7.2	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	7.2	83	4.5	7.2	---	0.00	234	1	100.0	10
18/06/16	23:10	7.2	7.2	7.1	90	5.7	0.0	---	0.00	0.0	---	7.2	7.3	7.3	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.1	83	4.4	7.1	---	0.00	234	1	100.0	10
18/06/16	23:20	7.3	7.3	7.2	90	5.7	0.0	---	0.00	0.0	---	7.3	7.3	7.3	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.1	83	4.4	7.1	---	0.00	233	1	100.0	10
18/06/16	23:30	7.2	7.3	7.2	90	5.7	0.0	---	0.00	0.0	---	7.2	7.3	7.3	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	7.1	83	4.4	7.0	---	0.00	234	1	100.0	10
18/06/16	23:40	7.1	7.2	7.1	90	5.5	0.0	---	0.00	0.0	---	7.1	7.1	7.1	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.9	83	4.3	6.9	---	0.00	213	1	93.4	10
18/06/16	23:50	7.1	7.1	7.1	90	5.5	0.0	---	0.00	0.0	---	7.1	7.1	7.1	---	771.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.9	83	4.2	6.8	---	0.00	234	1	100.0	10
19/06/16	00:00	7.1	7.1	7.1	90	5.6	0.0	---	0.00	0.0	---	7.1	7.2	7.2	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.8	83	4.1	6.7	---	0.00	232	1	100.0	10
19/06/16	0:10	7.2	7.2	7.1	89	5.5	0.0	---	0.00	0.0	---	7.2	7.3	7.3	---	771.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.7	83	4.0	6.7	---	0.00	234	1	100.0	10
19/06/16	0:20	7.6	7.6	7.2	88	5.7	0.0	E	0.00	0.4	E	7.6	7.6	7.6	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.7	83	4.0	6.6	---	0.00	234	1	100.0	10
19/06/16	0:30	7.7	7.7	7.6	87	5.6	0.0	---	0.00	0.0	---	7.7	7.7	7.7	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	6.7	84	4.2	6.7	---	0.00	235	1	100.0	10
19/06/16	0:40	7.6	7.7	7.6	86	5.4	0.0	---	0.00	0.0	---	7.6	7.6	7.6	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.074	0.000	6.7	84	4.2	6.7	---	0.00	233	1	100.0	10
19/06/16	0:50	7.6	7.6	7.6	86	5.4	0.0	E	0.00	0.4	E	7.6	7.6	7.6	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.7	84	4.2	6.7	---	0.00	234	1	100.0	10
19/06/16	1:00	7.4	7.6	7.4	87	5.4	0.0	E	0.00	0.4	E	7.4	7.4	7.4	---	771.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	84	4.2	6.7	---	0.00	234	1	100.0	10
19/06/16	1:10	7.3	7.4	7.3	87	5.3	0.0	---	0.00	0.0	---	7.3	7.3	7.3	---	771.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	84	4.2	6.7	---	0.00	233	1	100.0	10
19/06/16	1:20	7.5	7.5	7.3	87	5.5	0.0	E	0.00	0.4	E	7.5	7.5	7.5	---	771.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.7	84	4.2	6.7	---	0.00	234	1	100.0	10
19/06/16	1:30	7.5	7.5	7.5	86	5.3	0.0	E	0.00	0.4	E	7.5	7.5	7.5	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.7	84	4.2	6.6	---	0.00	234	1	100.0	10
19/06/16	1:40	7.5	7.5	7.5	86	5.3	0.0	E	0.00	0.4	E	7.5	7.5	7.5	---	771.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.7	85	4.3	6.6	---	0.00	233	1	100.0	10
19/06/16	1:50	7.4	7.5	7.4	86	5.3	0.0	ESE	0.00	0.4	ESE	7.4	7.4	7.4	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	85	4.3	6.6	---	0.00	232	1	100.0	10
19/06/16	2:00	7.4	7.4	7.4	86	5.2	0.0	ESE	0.00	0.4	ESE	7.4	7.4	7.4	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	85	4.3	6.6	---	0.00	231	1	100.0	10
19/06/16	2:10	7.4	7.4	7.4	85	5.0	0.0	SE	0.00	0.4	SE	7.4	7.3	7.3	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.7	85	4.3	6.6	---	0.00	234	1	100.0	10
19/06/16	2:20	7.4	7.4	7.4	85	5.1	0.0	SE	0.00	0.9	SE	7.4	7.4	7.4	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.6	85	4.2	6.5	---	0.00	233	1	100.0	10
19/06/16	2:30	7.4	7.5	7.4	85	5.1	0.0	SE	0.00	0.4	SE	7.4	7.4	7.4	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.6	85	4.2	6.5	---	0.00	232	1	100.0	10
19/06/16	2:40	7.6	7.6	7.4	85	5.2	0.0	SE	0.00	0.9	SE	7.6	7.6	7.6	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.5	85	4.2	6.4	---	0.00	233	1	100.0	10
19/06/16	2:50	7.6	7.6	7.6	84	5.0	0.0	SE	0.00	0.4	SE	7.6	7.5	7.5	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.075	0.000	6.4	85	4.0	6.3	---	0.00	234	1	100.0	10
19/06/16	3:00	7.4	7.6	7.4	85	5.1	0.0	SE	0.00	0.9	SE	7.4	7.4	7.4	---	770.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.4	85	4.0	6.3	---	0.00	234	1	100.0	10
19/06/16	3:10	7.4	7.4	7.3	85	5.0	0.0	SE	0.00	0.4	SE	7.4	7.3	7.3	---	770.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.076	0.000	6.3	85	4.0	6.3	---	0.00	233	1	100.0	10
19/06/16	3:20	7.3	7.4	7.3	85	4.9	0.0	SE	0.00	0.4	SE	7.3	7.2	7.2	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	85	4.0	6.3	---	0.00	234	1	100.0	10
19/06/16	3:30	7.2	7.3	7.2	85	4.8	0.0	SE	0.00	0.9	SE	7.2	7.1	7.1	---	770.6	0.25	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	85	3.9	6.2	---	0.00	234	1	100.0	10
19/06/16	3:40	7.2	7.2	7.1	86	5.0	0.0	SE	0.00	0.4	SE	7.2	7.2	7.2	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.2	85	3.8	6.1	---	0.00	234	1	100.0	10
19/06/16	3:50	7.1	7.2	7.1	85	4.8	0.0	SE	0.00	0.4	SE	7.1	7.1	7.1	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	85	3.8	6.1	---	0.00	234	1	100.0	10
19/06/16	4:00	7.0	7.1	7.0	86	4.8	0.4	SSE	0.27	2.2	SW	7.0	6.9	6.9	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	85	3.8	6.1	---	0.00	234	1	100.0	10
19/06/16	4:10	6.9	7.0	6.9	87	4.9	0.0	SW	0.00	1.3	SW	6.9	6.9	6.9	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	85	3.8	6.1	---	0.00	233	1	100.0	10
19/06/16	4:20	6.9	6.9	6.9	87	4.9	0.4	SW	0.27	2.2	SW	6.9	6.9	6.9	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	86	4.0	6.1	---	0.00	234	1	100.0	10
19/06/16	4:30	6.8	6.9	6.8	87	4.8	0.4	WSW	0.27	1.3	WSW	6.8	6.8	6.8	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.080	0.000	6.2	86	4.0	6.1	---	0.00	233	1	100.0	10
19/06/16	4:40	6.9	6.9	6.8	88	5.0	0.9	WSW	0.54	1.8	WSW	6.9	6.9	6.9	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	86	4.0	6.1	---	0.00	234	1	100.0	10
19/06/16	4:50	6.9	7.0	6.9	87	4.9	0.9	WSW	0.54	2.2	SW	6.9	6.9	6.9	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.079	0.000	6.2	86	4.0	6.1	---	0.00	234	1	100.0	10
19/06/16	5:00	7.1	7.1	6.9	87	5.1	1.3	SW	0.80	3.1	SW	6.6	7.1	6.6	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	86	4.0	6.1	---	0.00	234	1	100.0	10
19/06/16	5:10	7.1	7.1	7.1	87	5.0	0.4	SW	0.27	2.2	SW	7.1	7.1	7.1	---	770.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	5:20	7.1	7.1	7.1	87	5.0	0.9	WSW	0.54	2.7	WSW	7.1	7.1	7.1	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	5:30	7.1	7.1	7.1	87	5.0	0.9	SW	0.54	2.2	SW	7.1	7.1	7.1	---	770.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	5:40	7.2	7.2	7.1	87	5.1	1.3	SW	0.80	2.2	WSW	6.6	7.2	6.6	---	770.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.078	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	5:50	7.3	7.3	7.2	87	5.3	1.3	SW	0.80	2.7	SW	6.7	7.3	6.7	---	770.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.2	87	4.2	6.2	---	0.00	233	1	100.0	10
19/06/16	6:00	7.3	7.3	7.3	87	5.3	1.3	SW	0.80	2.7	WSW	6.7	7.3	6.7	---	770.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.2	87	4.2	6.2	---	0.00	234	1	100.0	10
19/06/16	6:10	7.3	7.3	7.2	87	5.3	1.8	SW	1.07	3.1	SW	6.2	7.3	6.2	---	770.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.00	235	1	100.0	10
19/06/16	6:20	7.3	7.3	7.3	86	5.1	1.3	WSW	0.80	3.1	WSW	6.7	7.2	6.7	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.00	232	1	100.0	10
19/06/16	6:30	7.3	7.3	7.3	86	5.1	1.3	WSW	0.80	3.1	WSW	6.7	7.2	6.7	---	770.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.00	233	1	100.0	10
19/06/16	6:40	7.3	7.3	7.3	86	5.1	1.3	WSW	0.80	2.7	SW	6.7	7.2	6.7	---	771.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.077	0.000	6.3	87	4.3	6.3	---	0.00	234	1	100.0	10
